<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.06.04	11:00:00	1.12014	1.12037	1.11966	1.12032	935	0	0
2020.06.04	11:15:00	1.12032	1.12071	1.11948	1.11965	1045	0	0
2020.06.04	11:30:00	1.11964	1.12015	1.11947	1.12007	809	0	0
2020.06.04	11:45:00	1.12007	1.12095	1.12003	1.12070	771	0	0
2020.06.04	12:00:00	1.12069	1.12069	1.11998	1.12011	623	0	0
2020.06.04	12:15:00	1.12011	1.12042	1.11996	1.12001	760	0	0
2020.06.04	12:30:00	1.12001	1.12011	1.11955	1.11987	722	0	0
2020.06.04	12:45:00	1.11986	1.12021	1.11962	1.11994	722	0	0
2020.06.04	13:00:00	1.11994	1.12106	1.11980	1.12076	789	0	0
2020.06.04	13:15:00	1.12076	1.12105	1.12013	1.12052	675	0	0
2020.06.04	13:30:00	1.12054	1.12071	1.11991	1.11991	620	0	0
2020.06.04	13:45:00	1.11994	1.12047	1.11991	1.12047	565	0	0
2020.06.04	14:00:00	1.12047	1.12062	1.11986	1.12021	638	0	0
2020.06.04	14:15:00	1.12021	1.12038	1.11951	1.11998	642	0	0
2020.06.04	14:30:00	1.11998	1.12057	1.11966	1.12056	813	0	0
2020.06.04	14:45:00	1.12056	1.12721	1.12042	1.12669	3693	0	0
2020.06.04	15:00:00	1.12672	1.12710	1.12460	1.12499	2697	0	0
2020.06.04	15:15:00	1.12500	1.12501	1.12322	1.12342	1573	0	0
2020.06.04	15:30:00	1.12337	1.12441	1.12165	1.12210	2640	0	0
2020.06.04	15:45:00	1.12209	1.12493	1.12205	1.12375	2131	0	0
2020.06.04	16:00:00	1.12373	1.12598	1.12263	1.12566	2059	0	0
2020.06.04	16:15:00	1.12566	1.12668	1.12488	1.12547	2193	0	0
2020.06.04	16:30:00	1.12547	1.12737	1.12538	1.12623	2347	0	0
2020.06.04	16:45:00	1.12621	1.12699	1.12593	1.12684	1895	0	0
2020.06.04	17:00:00	1.12683	1.12807	1.12663	1.12722	1848	0	0
2020.06.04	17:15:00	1.12721	1.13002	1.12720	1.12988	1879	0	0
2020.06.04	17:30:00	1.12987	1.13259	1.12987	1.13183	2519	0	0
2020.06.04	17:45:00	1.13183	1.13509	1.13182	1.13434	2503	0	0
2020.06.04	18:00:00	1.13438	1.13618	1.13298	1.13355	2456	0	0
2020.06.04	18:15:00	1.13355	1.13377	1.13124	1.13184	2078	0	0
2020.06.04	18:30:00	1.13185	1.13254	1.13130	1.13134	1428	0	0
2020.06.04	18:45:00	1.13130	1.13225	1.13122	1.13218	1113	0	0
2020.06.04	19:00:00	1.13215	1.13282	1.13199	1.13247	956	0	0
2020.06.04	19:15:00	1.13246	1.13311	1.13179	1.13306	1086	0	0
2020.06.04	19:30:00	1.13303	1.13312	1.13220	1.13270	849	0	0
2020.06.04	19:45:00	1.13269	1.13321	1.13248	1.13289	943	0	0
2020.06.04	20:00:00	1.13289	1.13413	1.13281	1.13398	706	0	0
2020.06.04	20:15:00	1.13398	1.13423	1.13330	1.13330	791	0	0
2020.06.04	20:30:00	1.13333	1.13422	1.13322	1.13416	652	0	0
2020.06.04	20:45:00	1.13416	1.13456	1.13402	1.13441	752	0	0
2020.06.04	21:00:00	1.13441	1.13593	1.13441	1.13576	1086	0	0
2020.06.04	21:15:00	1.13576	1.13621	1.13511	1.13565	951	0	0
2020.06.04	21:30:00	1.13565	1.13616	1.13511	1.13511	885	0	0
2020.06.04	21:45:00	1.13512	1.13594	1.13482	1.13482	998	0	0
2020.06.04	22:00:00	1.13479	1.13508	1.13394	1.13425	856	0	0
2020.06.04	22:15:00	1.13425	1.13448	1.13319	1.13323	1053	0	0
2020.06.04	22:30:00	1.13326	1.13373	1.13321	1.13362	756	0	0
2020.06.04	22:45:00	1.13361	1.13373	1.13293	1.13301	744	0	0
2020.06.04	23:00:00	1.13302	1.13317	1.13260	1.13270	567	0	0
2020.06.04	23:15:00	1.13270	1.13310	1.13270	1.13286	323	0	0
2020.06.04	23:30:00	1.13287	1.13335	1.13271	1.13335	248	0	0
2020.06.04	23:45:00	1.13335	1.13365	1.13333	1.13365	269	0	0
2020.06.05	00:00:00	1.13367	1.13371	1.13345	1.13358	83	0	1
2020.06.05	00:15:00	1.13350	1.13379	1.13348	1.13378	123	0	3
2020.06.05	00:30:00	1.13378	1.13389	1.13334	1.13345	339	0	2
2020.06.05	00:45:00	1.13345	1.13384	1.13341	1.13353	247	0	0
2020.06.05	01:00:00	1.13358	1.13378	1.13351	1.13378	248	0	2
2020.06.05	01:15:00	1.13378	1.13429	1.13368	1.13427	245	0	0
2020.06.05	01:30:00	1.13429	1.13430	1.13397	1.13405	184	0	2
2020.06.05	01:45:00	1.13405	1.13405	1.13364	1.13383	179	0	3
2020.06.05	02:00:00	1.13383	1.13430	1.13382	1.13429	203	0	1
2020.06.05	02:15:00	1.13429	1.13444	1.13425	1.13437	203	0	0
2020.06.05	02:30:00	1.13437	1.13437	1.13373	1.13374	329	0	0
2020.06.05	02:45:00	1.13373	1.13403	1.13353	1.13356	372	0	0
2020.06.05	03:00:00	1.13356	1.13442	1.13344	1.13429	547	0	0
2020.06.05	03:15:00	1.13429	1.13442	1.13400	1.13400	462	0	0
2020.06.05	03:30:00	1.13401	1.13410	1.13368	1.13398	422	0	1
2020.06.05	03:45:00	1.13398	1.13406	1.13310	1.13323	615	0	0
2020.06.05	04:00:00	1.13323	1.13385	1.13298	1.13298	550	0	0
2020.06.05	04:15:00	1.13298	1.13326	1.13289	1.13320	539	0	0
2020.06.05	04:30:00	1.13321	1.13354	1.13285	1.13295	587	0	0
2020.06.05	04:45:00	1.13295	1.13307	1.13280	1.13288	462	0	0
2020.06.05	05:00:00	1.13287	1.13300	1.13263	1.13273	344	0	0
2020.06.05	05:15:00	1.13273	1.13293	1.13258	1.13262	435	0	0
2020.06.05	05:30:00	1.13262	1.13292	1.13262	1.13288	378	0	0
2020.06.05	05:45:00	1.13286	1.13333	1.13282	1.13318	454	0	0
2020.06.05	06:00:00	1.13319	1.13366	1.13314	1.13353	427	0	0
2020.06.05	06:15:00	1.13352	1.13365	1.13327	1.13334	393	0	0
2020.06.05	06:30:00	1.13334	1.13364	1.13331	1.13358	354	0	1
2020.06.05	06:45:00	1.13359	1.13404	1.13352	1.13389	369	0	1
2020.06.05	07:00:00	1.13389	1.13412	1.13380	1.13385	358	0	0
2020.06.05	07:15:00	1.13385	1.13477	1.13385	1.13461	502	0	0
2020.06.05	07:30:00	1.13461	1.13551	1.13457	1.13530	508	0	0
2020.06.05	07:45:00	1.13530	1.13548	1.13467	1.13467	416	0	1
2020.06.05	08:00:00	1.13466	1.13519	1.13459	1.13500	480	0	0
2020.06.05	08:15:00	1.13500	1.13504	1.13461	1.13465	283	0	0
2020.06.05	08:30:00	1.13465	1.13475	1.13439	1.13444	284	0	1
2020.06.05	08:45:00	1.13444	1.13740	1.13433	1.13688	1315	0	0
2020.06.05	09:00:00	1.13688	1.13779	1.13637	1.13657	1315	0	0
2020.06.05	09:15:00	1.13657	1.13802	1.13644	1.13720	1254	0	0
2020.06.05	09:30:00	1.13722	1.13837	1.13705	1.13719	1073	0	0
2020.06.05	09:45:00	1.13719	1.13756	1.13674	1.13731	766	0	0
2020.06.05	10:00:00	1.13731	1.13810	1.13660	1.13684	1309	0	0
2020.06.05	10:15:00	1.13689	1.13697	1.13541	1.13555	1253	0	0
2020.06.05	10:30:00	1.13555	1.13669	1.13555	1.13590	1114	0	0
2020.06.05	10:45:00	1.13590	1.13604	1.13449	1.13486	972	0	0
2020.06.05	11:00:00	1.13485	1.13558	1.13464	1.13504	947	0	0
2020.06.05	11:15:00	1.13504	1.13523	1.13457	1.13474	894	0	0
2020.06.05	11:30:00	1.13474	1.13500	1.13400	1.13472	683	0	0
2020.06.05	11:45:00	1.13474	1.13480	1.13262	1.13321	1428	0	0
2020.06.05	12:00:00	1.13321	1.13354	1.13268	1.13328	1298	0	0
2020.06.05	12:15:00	1.13328	1.13371	1.13170	1.13204	1318	0	0
2020.06.05	12:30:00	1.13204	1.13323	1.13186	1.13291	1017	0	0
2020.06.05	12:45:00	1.13291	1.13368	1.13260	1.13351	879	0	0
2020.06.05	13:00:00	1.13351	1.13354	1.13171	1.13225	1033	0	0
2020.06.05	13:15:00	1.13230	1.13246	1.13181	1.13201	840	0	0
2020.06.05	13:30:00	1.13201	1.13264	1.13197	1.13231	727	0	0
2020.06.05	13:45:00	1.13232	1.13299	1.13219	1.13282	733	0	0
2020.06.05	14:00:00	1.13285	1.13347	1.13284	1.13324	936	0	0
2020.06.05	14:15:00	1.13328	1.13379	1.13320	1.13343	757	0	0
2020.06.05	14:30:00	1.13343	1.13348	1.13263	1.13293	784	0	0
2020.06.05	14:45:00	1.13296	1.13376	1.13288	1.13355	814	0	0
2020.06.05	15:00:00	1.13355	1.13433	1.13286	1.13290	1010	0	0
2020.06.05	15:15:00	1.13293	1.13352	1.13270	1.13331	1029	0	0
2020.06.05	15:30:00	1.13327	1.13358	1.12859	1.12999	3677	0	0
2020.06.05	15:45:00	1.12994	1.13114	1.12822	1.12950	2625	0	0
2020.06.05	16:00:00	1.12950	1.13112	1.12850	1.13112	2431	0	0
2020.06.05	16:15:00	1.13109	1.13191	1.13058	1.13176	1947	0	0
2020.06.05	16:30:00	1.13175	1.13238	1.13096	1.13139	1898	0	0
2020.06.05	16:45:00	1.13139	1.13147	1.12950	1.12969	1747	0	0
2020.06.05	17:00:00	1.12967	1.12985	1.12827	1.12910	1982	0	0
2020.06.05	17:15:00	1.12908	1.13032	1.12904	1.12947	1496	0	0
2020.06.05	17:30:00	1.12946	1.13051	1.12942	1.12999	1517	0	0
2020.06.05	17:45:00	1.12999	1.13227	1.12989	1.13118	2197	0	0
2020.06.05	18:00:00	1.13118	1.13191	1.13077	1.13098	1632	0	0
2020.06.05	18:15:00	1.13097	1.13192	1.13073	1.13118	1162	0	0
2020.06.05	18:30:00	1.13119	1.13121	1.13007	1.13061	1322	0	0
2020.06.05	18:45:00	1.13061	1.13062	1.12922	1.12955	1163	0	0
2020.06.05	19:00:00	1.12955	1.12982	1.12865	1.12878	1080	0	0
2020.06.05	19:15:00	1.12879	1.12931	1.12851	1.12872	916	0	0
2020.06.05	19:30:00	1.12872	1.12925	1.12861	1.12883	648	0	0
2020.06.05	19:45:00	1.12883	1.12919	1.12872	1.12904	793	0	0
2020.06.05	20:00:00	1.12906	1.12906	1.12871	1.12889	635	0	0
2020.06.05	20:15:00	1.12890	1.12904	1.12859	1.12864	470	0	0
2020.06.05	20:30:00	1.12862	1.12893	1.12793	1.12881	624	0	0
2020.06.05	20:45:00	1.12882	1.12917	1.12876	1.12913	542	0	0
2020.06.05	21:00:00	1.12913	1.12979	1.12911	1.12928	804	0	0
2020.06.05	21:15:00	1.12931	1.12953	1.12911	1.12938	508	0	0
2020.06.05	21:30:00	1.12939	1.12984	1.12889	1.12982	702	0	0
2020.06.05	21:45:00	1.12980	1.12994	1.12895	1.12936	888	0	0
2020.06.05	22:00:00	1.12936	1.12980	1.12921	1.12969	562	0	0
2020.06.05	22:15:00	1.12969	1.12994	1.12951	1.12980	596	0	0
2020.06.05	22:30:00	1.12981	1.12987	1.12947	1.12954	442	0	0
2020.06.05	22:45:00	1.12953	1.12956	1.12903	1.12914	576	0	0
2020.06.05	23:00:00	1.12915	1.12917	1.12829	1.12833	492	0	0
2020.06.05	23:15:00	1.12830	1.12881	1.12782	1.12871	268	0	0
2020.06.05	23:30:00	1.12871	1.12896	1.12852	1.12864	243	0	1
2020.06.05	23:45:00	1.12864	1.12874	1.12840	1.12874	252	0	0
2020.06.08	00:00:00	1.12932	1.13064	1.12922	1.13044	267	0	3
2020.06.08	00:15:00	1.13044	1.13044	1.12936	1.12989	119	0	1
2020.06.08	00:30:00	1.12989	1.13040	1.12946	1.13002	165	0	3
2020.06.08	00:45:00	1.12954	1.13009	1.12948	1.12963	182	0	2
2020.06.08	01:00:00	1.12963	1.13037	1.12932	1.13019	442	0	0
2020.06.08	01:15:00	1.13019	1.13045	1.13017	1.13034	300	0	1
2020.06.08	01:30:00	1.13034	1.13044	1.13017	1.13028	251	0	2
2020.06.08	01:45:00	1.13027	1.13028	1.13011	1.13014	250	0	2
2020.06.08	02:00:00	1.13014	1.13077	1.13002	1.13074	379	0	0
2020.06.08	02:15:00	1.13074	1.13115	1.13067	1.13114	292	0	2
2020.06.08	02:30:00	1.13114	1.13169	1.13109	1.13166	339	0	0
2020.06.08	02:45:00	1.13165	1.13195	1.13114	1.13160	496	0	0
2020.06.08	03:00:00	1.13160	1.13160	1.13073	1.13077	732	0	1
2020.06.08	03:15:00	1.13077	1.13146	1.13046	1.13116	495	0	0
2020.06.08	03:30:00	1.13115	1.13115	1.13024	1.13053	480	0	0
2020.06.08	03:45:00	1.13054	1.13074	1.12965	1.12976	644	0	0
2020.06.08	04:00:00	1.12976	1.12994	1.12913	1.12914	638	0	1
2020.06.08	04:15:00	1.12914	1.12945	1.12885	1.12934	816	0	1
2020.06.08	04:30:00	1.12934	1.12943	1.12848	1.12883	754	0	0
2020.06.08	04:45:00	1.12883	1.12941	1.12881	1.12931	584	0	1
2020.06.08	05:00:00	1.12930	1.12939	1.12910	1.12923	417	0	0
2020.06.08	05:15:00	1.12923	1.12962	1.12919	1.12959	474	0	1
2020.06.08	05:30:00	1.12959	1.12962	1.12922	1.12925	426	0	0
2020.06.08	05:45:00	1.12925	1.12945	1.12885	1.12891	367	0	1
2020.06.08	06:00:00	1.12893	1.12925	1.12891	1.12918	359	0	1
2020.06.08	06:15:00	1.12920	1.12955	1.12920	1.12942	259	0	2
2020.06.08	06:30:00	1.12942	1.12956	1.12931	1.12945	261	0	1
2020.06.08	06:45:00	1.12945	1.12956	1.12893	1.12897	299	0	1
2020.06.08	07:00:00	1.12896	1.12914	1.12889	1.12899	279	0	2
2020.06.08	07:15:00	1.12899	1.12909	1.12882	1.12895	242	0	1
2020.06.08	07:30:00	1.12895	1.12904	1.12866	1.12899	291	0	2
2020.06.08	07:45:00	1.12899	1.12902	1.12869	1.12887	228	0	1
2020.06.08	08:00:00	1.12888	1.12888	1.12864	1.12883	266	0	0
2020.06.08	08:15:00	1.12882	1.12899	1.12859	1.12860	184	0	1
2020.06.08	08:30:00	1.12860	1.12870	1.12826	1.12869	365	0	0
2020.06.08	08:45:00	1.12869	1.12940	1.12843	1.12912	422	0	0
2020.06.08	09:00:00	1.12912	1.12918	1.12821	1.12847	753	0	0
2020.06.08	09:15:00	1.12847	1.12874	1.12811	1.12854	723	0	0
2020.06.08	09:30:00	1.12854	1.12900	1.12850	1.12884	635	0	0
2020.06.08	09:45:00	1.12884	1.12966	1.12873	1.12942	603	0	0
2020.06.08	10:00:00	1.12942	1.12987	1.12844	1.12846	1088	0	0
2020.06.08	10:15:00	1.12848	1.12950	1.12832	1.12950	932	0	0
2020.06.08	10:30:00	1.12950	1.13081	1.12949	1.13025	1305	0	0
2020.06.08	10:45:00	1.13025	1.13074	1.12984	1.13000	1014	0	0
2020.06.08	11:00:00	1.13000	1.13107	1.12979	1.13086	770	0	0
2020.06.08	11:15:00	1.13086	1.13157	1.13072	1.13079	959	0	0
2020.06.08	11:30:00	1.13079	1.13080	1.12961	1.12996	949	0	0
2020.06.08	11:45:00	1.12996	1.13084	1.12963	1.13003	1066	0	0
2020.06.08	12:00:00	1.13001	1.13052	1.12963	1.13000	920	0	0
2020.06.08	12:15:00	1.12999	1.13065	1.12994	1.13037	799	0	0
2020.06.08	12:30:00	1.13037	1.13041	1.12889	1.12933	852	0	0
2020.06.08	12:45:00	1.12935	1.12997	1.12921	1.12967	790	0	0
2020.06.08	13:00:00	1.12967	1.12973	1.12858	1.12876	917	0	0
2020.06.08	13:15:00	1.12877	1.12897	1.12824	1.12831	1016	0	0
2020.06.08	13:30:00	1.12832	1.12857	1.12698	1.12702	1030	0	0
2020.06.08	13:45:00	1.12702	1.12759	1.12700	1.12709	739	0	0
2020.06.08	14:00:00	1.12709	1.12759	1.12685	1.12755	851	0	0
2020.06.08	14:15:00	1.12755	1.12786	1.12716	1.12734	641	0	0
2020.06.08	14:30:00	1.12735	1.12784	1.12682	1.12732	826	0	0
2020.06.08	14:45:00	1.12732	1.12781	1.12728	1.12763	750	0	0
2020.06.08	15:00:00	1.12762	1.12888	1.12757	1.12847	859	0	0
2020.06.08	15:15:00	1.12847	1.12971	1.12843	1.12937	1015	0	0
2020.06.08	15:30:00	1.12937	1.12960	1.12903	1.12945	694	0	0
2020.06.08	15:45:00	1.12945	1.13029	1.12910	1.12933	982	0	0
2020.06.08	16:00:00	1.12938	1.13078	1.12926	1.13045	1001	0	0
2020.06.08	16:15:00	1.13045	1.13102	1.12961	1.13072	1054	0	0
2020.06.08	16:30:00	1.13072	1.13100	1.13010	1.13088	1211	0	0
2020.06.08	16:45:00	1.13088	1.13183	1.13061	1.13097	1445	0	0
2020.06.08	17:00:00	1.13095	1.13130	1.13027	1.13052	1485	0	0
2020.06.08	17:15:00	1.13051	1.13107	1.12988	1.13087	1429	0	0
2020.06.08	17:30:00	1.13087	1.13094	1.12911	1.12925	1451	0	0
2020.06.08	17:45:00	1.12927	1.13065	1.12905	1.13002	1532	0	0
2020.06.08	18:00:00	1.13004	1.13096	1.12968	1.13090	1245	0	0
2020.06.08	18:15:00	1.13089	1.13110	1.12851	1.12939	1288	0	0
2020.06.08	18:30:00	1.12941	1.12999	1.12893	1.12986	798	0	0
2020.06.08	18:45:00	1.12986	1.13019	1.12899	1.12901	891	0	0
2020.06.08	19:00:00	1.12895	1.13015	1.12883	1.12947	971	0	0
2020.06.08	19:15:00	1.12946	1.12996	1.12912	1.12926	780	0	0
2020.06.08	19:30:00	1.12926	1.12943	1.12860	1.12888	815	0	0
2020.06.08	19:45:00	1.12888	1.12916	1.12855	1.12910	843	0	0
2020.06.08	20:00:00	1.12910	1.12960	1.12892	1.12943	760	0	0
2020.06.08	20:15:00	1.12944	1.13001	1.12938	1.12992	558	0	0
2020.06.08	20:30:00	1.12992	1.12992	1.12929	1.12946	614	0	0
2020.06.08	20:45:00	1.12946	1.13014	1.12937	1.13011	526	0	0
2020.06.08	21:00:00	1.13013	1.13046	1.12998	1.13035	494	0	0
2020.06.08	21:15:00	1.13035	1.13045	1.13001	1.13026	442	0	0
2020.06.08	21:30:00	1.13027	1.13085	1.13015	1.13020	493	0	0
2020.06.08	21:45:00	1.13020	1.13047	1.13001	1.13036	528	0	0
2020.06.08	22:00:00	1.13036	1.13043	1.12997	1.13019	404	0	0
2020.06.08	22:15:00	1.13019	1.13019	1.12984	1.12987	302	0	1
2020.06.08	22:30:00	1.12987	1.13033	1.12983	1.13003	404	0	0
2020.06.08	22:45:00	1.13004	1.13011	1.12968	1.12970	499	0	0
2020.06.08	23:00:00	1.12970	1.12971	1.12914	1.12921	297	0	0
2020.06.08	23:15:00	1.12921	1.12942	1.12913	1.12932	223	0	0
2020.06.08	23:30:00	1.12932	1.12948	1.12919	1.12920	204	0	1
2020.06.08	23:45:00	1.12920	1.12942	1.12909	1.12932	239	0	1
2020.06.09	00:00:00	1.12933	1.12933	1.12895	1.12915	64	0	9
2020.06.09	00:15:00	1.12916	1.12922	1.12898	1.12909	61	0	3
2020.06.09	00:30:00	1.12898	1.12919	1.12898	1.12913	121	0	5
2020.06.09	00:45:00	1.12913	1.12915	1.12892	1.12904	102	0	9
2020.06.09	01:00:00	1.12904	1.12940	1.12904	1.12927	365	0	2
2020.06.09	01:15:00	1.12927	1.12947	1.12923	1.12942	157	0	1
2020.06.09	01:30:00	1.12942	1.12953	1.12929	1.12945	180	0	0
2020.06.09	01:45:00	1.12945	1.12959	1.12938	1.12946	180	0	0
2020.06.09	02:00:00	1.12948	1.12958	1.12940	1.12958	151	0	1
2020.06.09	02:15:00	1.12958	1.12991	1.12956	1.12987	162	0	2
2020.06.09	02:30:00	1.12988	1.13029	1.12987	1.13027	182	0	1
2020.06.09	02:45:00	1.13027	1.13050	1.13023	1.13039	220	0	1
2020.06.09	03:00:00	1.13039	1.13150	1.13014	1.13120	823	0	0
2020.06.09	03:15:00	1.13120	1.13123	1.13038	1.13058	476	0	0
2020.06.09	03:30:00	1.13058	1.13063	1.12995	1.13026	649	0	0
2020.06.09	03:45:00	1.13026	1.13057	1.13013	1.13040	647	0	0
2020.06.09	04:00:00	1.13040	1.13043	1.12938	1.12967	862	0	0
2020.06.09	04:15:00	1.12967	1.12971	1.12850	1.12883	928	0	0
2020.06.09	04:30:00	1.12883	1.12933	1.12872	1.12896	666	0	0
2020.06.09	04:45:00	1.12895	1.12923	1.12866	1.12923	719	0	0
2020.06.09	05:00:00	1.12924	1.12929	1.12866	1.12882	503	0	2
2020.06.09	05:15:00	1.12882	1.12888	1.12843	1.12844	437	0	1
2020.06.09	05:30:00	1.12846	1.12872	1.12838	1.12871	386	0	2
2020.06.09	05:45:00	1.12872	1.12878	1.12851	1.12873	300	0	2
2020.06.09	06:00:00	1.12873	1.12903	1.12870	1.12885	344	0	0
2020.06.09	06:15:00	1.12886	1.12914	1.12875	1.12909	313	0	1
2020.06.09	06:30:00	1.12909	1.12914	1.12884	1.12885	298	0	1
2020.06.09	06:45:00	1.12885	1.12887	1.12848	1.12873	412	0	1
2020.06.09	07:00:00	1.12873	1.12883	1.12849	1.12860	286	0	0
2020.06.09	07:15:00	1.12860	1.12865	1.12840	1.12854	356	0	2
2020.06.09	07:30:00	1.12856	1.12892	1.12854	1.12888	343	0	0
2020.06.09	07:45:00	1.12888	1.12891	1.12849	1.12854	557	0	1
2020.06.09	08:00:00	1.12854	1.12875	1.12848	1.12864	322	0	1
2020.06.09	08:15:00	1.12865	1.12888	1.12859	1.12887	267	0	0
2020.06.09	08:30:00	1.12887	1.12927	1.12887	1.12922	298	0	0
2020.06.09	08:45:00	1.12924	1.12957	1.12908	1.12914	439	0	0
2020.06.09	09:00:00	1.12914	1.12960	1.12897	1.12938	784	0	0
2020.06.09	09:15:00	1.12940	1.12940	1.12847	1.12854	868	0	0
2020.06.09	09:30:00	1.12854	1.12892	1.12745	1.12753	1178	0	0
2020.06.09	09:45:00	1.12753	1.12765	1.12658	1.12681	1168	0	0
2020.06.09	10:00:00	1.12679	1.12759	1.12608	1.12674	1251	0	0
2020.06.09	10:15:00	1.12676	1.12705	1.12623	1.12663	1200	0	0
2020.06.09	10:30:00	1.12663	1.12685	1.12552	1.12597	1500	0	0
2020.06.09	10:45:00	1.12597	1.12674	1.12584	1.12667	1196	0	0
2020.06.09	11:00:00	1.12667	1.12702	1.12593	1.12594	988	0	0
2020.06.09	11:15:00	1.12596	1.12600	1.12409	1.12561	1783	0	0
2020.06.09	11:30:00	1.12560	1.12565	1.12464	1.12531	1343	0	0
2020.06.09	11:45:00	1.12529	1.12662	1.12519	1.12615	1198	0	0
2020.06.09	12:00:00	1.12617	1.12649	1.12554	1.12565	1136	0	0
2020.06.09	12:15:00	1.12565	1.12672	1.12559	1.12650	990	0	0
2020.06.09	12:30:00	1.12652	1.12737	1.12649	1.12693	902	0	0
2020.06.09	12:45:00	1.12693	1.12696	1.12650	1.12669	919	0	0
2020.06.09	13:00:00	1.12668	1.12746	1.12636	1.12705	992	0	1
2020.06.09	13:15:00	1.12705	1.12727	1.12613	1.12638	1057	0	0
2020.06.09	13:30:00	1.12635	1.12726	1.12617	1.12726	1050	0	0
2020.06.09	13:45:00	1.12725	1.12833	1.12638	1.12820	1220	0	0
2020.06.09	14:00:00	1.12818	1.12831	1.12733	1.12733	1096	0	0
2020.06.09	14:15:00	1.12733	1.12764	1.12687	1.12723	895	0	0
2020.06.09	14:30:00	1.12723	1.12781	1.12717	1.12776	814	0	0
2020.06.09	14:45:00	1.12776	1.12844	1.12773	1.12818	849	0	0
2020.06.09	15:00:00	1.12817	1.12976	1.12797	1.12930	982	0	0
2020.06.09	15:15:00	1.12930	1.12981	1.12889	1.12967	847	0	0
2020.06.09	15:30:00	1.12967	1.13024	1.12915	1.13006	1128	0	0
2020.06.09	15:45:00	1.13006	1.13006	1.12912	1.12996	1049	0	0
2020.06.09	16:00:00	1.12996	1.13082	1.12966	1.13077	855	0	0
2020.06.09	16:15:00	1.13077	1.13106	1.13011	1.13018	1142	0	0
2020.06.09	16:30:00	1.13018	1.13381	1.12991	1.13345	2002	0	0
2020.06.09	16:45:00	1.13341	1.13575	1.13335	1.13484	2365	0	0
2020.06.09	17:00:00	1.13487	1.13495	1.13375	1.13430	1956	0	0
2020.06.09	17:15:00	1.13430	1.13488	1.13384	1.13430	1444	0	0
2020.06.09	17:30:00	1.13430	1.13488	1.13330	1.13471	1441	0	0
2020.06.09	17:45:00	1.13471	1.13563	1.13467	1.13537	1752	0	0
2020.06.09	18:00:00	1.13538	1.13585	1.13520	1.13528	1241	0	0
2020.06.09	18:15:00	1.13526	1.13635	1.13516	1.13566	1243	0	0
2020.06.09	18:30:00	1.13565	1.13620	1.13464	1.13464	1032	0	0
2020.06.09	18:45:00	1.13464	1.13571	1.13394	1.13473	1115	0	0
2020.06.09	19:00:00	1.13473	1.13518	1.13457	1.13506	711	0	0
2020.06.09	19:15:00	1.13505	1.13541	1.13483	1.13505	600	0	0
2020.06.09	19:30:00	1.13505	1.13506	1.13439	1.13450	892	0	0
2020.06.09	19:45:00	1.13449	1.13463	1.13426	1.13426	706	0	0
2020.06.09	20:00:00	1.13426	1.13433	1.13381	1.13383	686	0	0
2020.06.09	20:15:00	1.13383	1.13413	1.13326	1.13394	640	0	0
2020.06.09	20:30:00	1.13394	1.13435	1.13377	1.13412	676	0	0
2020.06.09	20:45:00	1.13412	1.13478	1.13384	1.13455	547	0	0
2020.06.09	21:00:00	1.13455	1.13481	1.13439	1.13473	660	0	0
2020.06.09	21:15:00	1.13472	1.13478	1.13430	1.13438	490	0	0
2020.06.09	21:30:00	1.13438	1.13466	1.13409	1.13440	477	0	0
2020.06.09	21:45:00	1.13440	1.13458	1.13427	1.13447	443	0	0
2020.06.09	22:00:00	1.13447	1.13449	1.13399	1.13426	486	0	0
2020.06.09	22:15:00	1.13426	1.13436	1.13402	1.13412	341	0	0
2020.06.09	22:30:00	1.13411	1.13417	1.13395	1.13396	331	0	1
2020.06.09	22:45:00	1.13396	1.13422	1.13360	1.13366	422	0	0
2020.06.09	23:00:00	1.13365	1.13381	1.13311	1.13351	395	0	0
2020.06.09	23:15:00	1.13351	1.13376	1.13350	1.13361	133	0	0
2020.06.09	23:30:00	1.13361	1.13362	1.13342	1.13360	148	0	0
2020.06.09	23:45:00	1.13360	1.13389	1.13350	1.13389	286	0	1
2020.06.10	00:00:00	1.13388	1.13389	1.13348	1.13371	89	0	16
2020.06.10	00:15:00	1.13371	1.13386	1.13370	1.13383	93	0	5
2020.06.10	00:30:00	1.13381	1.13389	1.13337	1.13371	366	0	4
2020.06.10	00:45:00	1.13371	1.13402	1.13352	1.13354	167	0	2
2020.06.10	01:00:00	1.13354	1.13383	1.13349	1.13379	177	0	5
2020.06.10	01:15:00	1.13378	1.13389	1.13363	1.13385	174	0	1
2020.06.10	01:30:00	1.13385	1.13399	1.13368	1.13390	232	0	1
2020.06.10	01:45:00	1.13393	1.13398	1.13383	1.13387	114	0	3
2020.06.10	02:00:00	1.13386	1.13410	1.13386	1.13388	263	0	2
2020.06.10	02:15:00	1.13388	1.13394	1.13346	1.13346	226	0	2
2020.06.10	02:30:00	1.13346	1.13347	1.13326	1.13342	244	0	0
2020.06.10	02:45:00	1.13342	1.13342	1.13315	1.13320	249	0	2
2020.06.10	03:00:00	1.13320	1.13387	1.13320	1.13362	475	0	0
2020.06.10	03:15:00	1.13362	1.13431	1.13362	1.13413	440	0	0
